gestational day,q0.01,q0.02,q0.03,q0.04,q0.05,q0.06,q0.07,q0.08,q0.09,q0.1,q0.11,q0.12,q0.13,q0.14,q0.15,q0.16,q0.17,q0.18,q0.19,q0.2,q0.21,q0.22,q0.23,q0.24,q0.25,q0.26,q0.27,q0.28,q0.29,q0.3,q0.31,q0.32,q0.33,q0.34,q0.35,q0.36,q0.37,q0.38,q0.39,q0.4,q0.41,q0.42,q0.43,q0.44,q0.45,q0.46,q0.47,q0.48,q0.49,q0.5,q0.51,q0.52,q0.53,q0.54,q0.55,q0.56,q0.57,q0.58,q0.59,q0.6,q0.61,q0.62,q0.63,q0.64,q0.65,q0.66,q0.67,q0.68,q0.69,q0.7,q0.71,q0.72,q0.73,q0.74,q0.75,q0.76,q0.77,q0.78,q0.79,q0.8,q0.81,q0.82,q0.83,q0.84,q0.85,q0.86,q0.87,q0.88,q0.89,q0.9,q0.91,q0.92,q0.93,q0.94,q0.95,q0.96,q0.97,q0.98,q0.99
14,72.43,74.7,75.65,76.88,78.17,79.09,79.64,80.04,80.37,80.61,80.8,80.99,81.18,81.36,81.52,81.66,81.79,81.93,82.06,82.19,82.33,82.48,82.65,82.86,83.12,83.44,83.82,84.21,84.6,84.97,85.34,85.74,86.19,86.66,87.1,87.47,87.8,88.08,88.33,88.57,88.79,89.01,89.23,89.47,89.73,90,90.3,90.61,90.93,91.24,91.55,91.86,92.18,92.5,92.82,93.14,93.45,93.75,94.05,94.38,94.7,95,95.29,95.56,95.82,96.06,96.29,96.52,96.73,96.95,97.16,97.37,97.57,97.77,97.96,98.15,98.36,98.6,98.92,99.31,99.77,100.27,100.83,101.52,102.4,103.26,103.9,104.45,105.02,105.6,106.17,106.87,107.83,108.67,109.78,110.94,111.29,112.17,120.61
14.14285714,74.49,76.91,77.91,79.19,80.54,81.5,82.1,82.53,82.89,83.17,83.39,83.61,83.82,84.02,84.2,84.36,84.52,84.66,84.81,84.95,85.11,85.27,85.46,85.68,85.95,86.28,86.66,87.06,87.46,87.83,88.21,88.62,89.08,89.55,89.99,90.38,90.71,91,91.26,91.5,91.72,91.95,92.18,92.43,92.69,92.97,93.27,93.58,93.91,94.22,94.54,94.86,95.18,95.51,95.84,96.16,96.48,96.79,97.09,97.43,97.76,98.07,98.36,98.64,98.91,99.16,99.41,99.64,99.86,100.09,100.31,100.52,100.74,100.94,101.15,101.35,101.57,101.83,102.16,102.56,103.03,103.55,104.11,104.81,105.7,106.56,107.21,107.78,108.36,108.96,109.56,110.3,111.28,112.18,113.35,114.58,115.08,116.17,124.76
14.28571429,76.6,79.18,80.25,81.58,82.99,83.99,84.63,85.1,85.49,85.81,86.07,86.31,86.55,86.77,86.98,87.16,87.33,87.49,87.65,87.81,87.98,88.16,88.36,88.59,88.87,89.21,89.6,90.01,90.41,90.79,91.18,91.6,92.06,92.54,92.98,93.37,93.71,94.01,94.27,94.52,94.76,94.99,95.23,95.48,95.74,96.03,96.33,96.65,96.98,97.3,97.63,97.95,98.28,98.61,98.95,99.28,99.6,99.92,100.24,100.58,100.91,101.23,101.54,101.83,102.1,102.37,102.62,102.86,103.1,103.33,103.55,103.78,104,104.22,104.44,104.66,104.9,105.17,105.51,105.92,106.4,106.92,107.5,108.2,109.1,109.96,110.62,111.21,111.81,112.43,113.06,113.83,114.85,115.8,117.02,118.34,119,120.3,129.06
14.42857143,78.78,81.51,82.66,84.04,85.5,86.56,87.24,87.75,88.18,88.53,88.82,89.1,89.37,89.62,89.84,90.04,90.23,90.41,90.59,90.76,90.95,91.14,91.36,91.6,91.9,92.24,92.63,93.05,93.46,93.85,94.24,94.67,95.13,95.62,96.07,96.47,96.81,97.12,97.39,97.64,97.89,98.13,98.37,98.63,98.9,99.19,99.5,99.82,100.16,100.49,100.81,101.15,101.48,101.82,102.16,102.5,102.83,103.16,103.48,103.83,104.17,104.5,104.82,105.11,105.4,105.67,105.93,106.19,106.43,106.67,106.91,107.14,107.38,107.61,107.84,108.08,108.33,108.62,108.97,109.39,109.87,110.41,111,111.71,112.6,113.47,114.15,114.74,115.37,116.01,116.67,117.48,118.53,119.54,120.82,122.22,123.05,124.57,133.49
14.57142857,81.01,83.92,85.13,86.57,88.09,89.2,89.92,90.47,90.94,91.33,91.67,91.98,92.27,92.55,92.79,93.02,93.23,93.42,93.62,93.81,94.01,94.22,94.45,94.71,95.02,95.37,95.77,96.19,96.61,97.01,97.41,97.84,98.31,98.8,99.26,99.66,100.01,100.32,100.61,100.87,101.12,101.37,101.62,101.88,102.16,102.45,102.76,103.1,103.44,103.77,104.1,104.44,104.78,105.13,105.47,105.82,106.16,106.49,106.82,107.18,107.53,107.87,108.19,108.5,108.8,109.08,109.35,109.61,109.87,110.12,110.36,110.61,110.86,111.1,111.35,111.6,111.87,112.17,112.53,112.97,113.46,114.01,114.6,115.32,116.22,117.1,117.78,118.39,119.03,119.7,120.4,121.23,122.33,123.39,124.73,126.22,127.23,128.99,138.08
14.71428571,83.31,86.39,87.68,89.17,90.76,91.92,92.69,93.28,93.79,94.22,94.6,94.94,95.27,95.57,95.84,96.09,96.32,96.54,96.75,96.96,97.18,97.4,97.65,97.92,98.24,98.6,99.01,99.44,99.86,100.27,100.67,101.11,101.59,102.09,102.55,102.96,103.32,103.64,103.92,104.19,104.45,104.71,104.96,105.23,105.52,105.82,106.13,106.47,106.82,107.15,107.49,107.84,108.19,108.54,108.89,109.24,109.59,109.93,110.27,110.64,111,111.35,111.68,112,112.31,112.6,112.88,113.15,113.41,113.67,113.93,114.19,114.44,114.7,114.97,115.23,115.52,115.84,116.22,116.66,117.16,117.72,118.33,119.05,119.95,120.83,121.52,122.15,122.81,123.51,124.24,125.11,126.24,127.37,128.77,130.35,131.55,133.56,142.8
14.85714286,85.68,88.94,90.31,91.86,93.51,94.72,95.54,96.18,96.73,97.21,97.62,98,98.36,98.69,98.99,99.26,99.51,99.75,99.98,100.21,100.44,100.69,100.95,101.24,101.56,101.93,102.35,102.78,103.21,103.63,104.05,104.49,104.97,105.48,105.94,106.36,106.73,107.05,107.35,107.63,107.89,108.15,108.42,108.69,108.98,109.29,109.61,109.95,110.3,110.65,110.99,111.34,111.7,112.05,112.42,112.77,113.13,113.48,113.83,114.2,114.57,114.93,115.27,115.6,115.92,116.23,116.52,116.8,117.07,117.34,117.61,117.87,118.14,118.42,118.7,118.98,119.28,119.62,120.01,120.47,120.98,121.54,122.16,122.89,123.79,124.68,125.38,126.02,126.7,127.43,128.2,129.1,130.28,131.46,132.93,134.6,136,138.28,147.68
15,88.11,91.56,93.02,94.62,96.34,97.61,98.48,99.16,99.76,100.28,100.74,101.15,101.54,101.9,102.23,102.53,102.8,103.06,103.31,103.56,103.81,104.07,104.35,104.66,104.99,105.37,105.8,106.24,106.67,107.1,107.52,107.98,108.46,108.97,109.44,109.87,110.24,110.57,110.88,111.16,111.44,111.71,111.98,112.26,112.55,112.87,113.19,113.54,113.9,114.25,114.6,114.96,115.32,115.68,116.05,116.41,116.78,117.14,117.5,117.87,118.25,118.62,118.98,119.32,119.65,119.96,120.26,120.56,120.84,121.12,121.4,121.68,121.96,122.25,122.54,122.84,123.17,123.52,123.93,124.39,124.92,125.49,126.12,126.85,127.76,128.64,129.36,130.02,130.72,131.47,132.28,133.22,134.44,135.68,137.22,138.98,140.59,143.14,152.71
15.14285714,90.61,94.26,95.8,97.46,99.25,100.58,101.5,102.24,102.88,103.44,103.95,104.4,104.82,105.22,105.57,105.89,106.19,106.47,106.74,107.01,107.28,107.57,107.86,108.18,108.53,108.92,109.35,109.8,110.24,110.67,111.11,111.57,112.06,112.57,113.05,113.48,113.86,114.2,114.51,114.81,115.09,115.37,115.65,115.94,116.24,116.55,116.89,117.24,117.6,117.96,118.32,118.68,119.05,119.42,119.79,120.17,120.54,120.91,121.27,121.66,122.05,122.43,122.79,123.15,123.49,123.81,124.13,124.43,124.72,125.01,125.3,125.59,125.89,126.19,126.5,126.83,127.17,127.54,127.96,128.44,128.97,129.56,130.19,130.93,131.84,132.73,133.46,134.13,134.85,135.64,136.48,137.46,138.72,140.03,141.63,143.5,145.32,148.16,157.88
15.28571429,93.18,97.04,98.67,100.39,102.25,103.64,104.62,105.4,106.09,106.7,107.25,107.75,108.2,108.63,109.02,109.37,109.69,109.99,110.28,110.57,110.86,111.17,111.48,111.82,112.18,112.58,113.02,113.47,113.92,114.36,114.8,115.27,115.77,116.28,116.77,117.21,117.59,117.94,118.26,118.57,118.86,119.14,119.43,119.73,120.03,120.35,120.69,121.05,121.42,121.78,122.15,122.52,122.89,123.27,123.65,124.03,124.41,124.79,125.17,125.56,125.96,126.35,126.72,127.09,127.44,127.78,128.1,128.42,128.72,129.03,129.33,129.63,129.94,130.26,130.59,130.93,131.29,131.68,132.12,132.61,133.15,133.74,134.39,135.14,136.05,136.94,137.68,138.37,139.11,139.93,140.81,141.83,143.13,144.51,146.18,148.15,150.2,153.33,163.21
15.42857143,95.82,99.89,101.62,103.41,105.34,106.79,107.83,108.66,109.4,110.06,110.66,111.19,111.69,112.14,112.56,112.94,113.29,113.61,113.93,114.24,114.56,114.88,115.21,115.57,115.94,116.35,116.8,117.26,117.71,118.16,118.61,119.09,119.59,120.11,120.6,121.04,121.43,121.79,122.12,122.44,122.74,123.03,123.33,123.63,123.94,124.27,124.61,124.98,125.35,125.72,126.09,126.47,126.85,127.23,127.62,128.01,128.4,128.79,129.18,129.58,129.98,130.38,130.77,131.15,131.51,131.86,132.2,132.53,132.84,133.16,133.47,133.79,134.11,134.44,134.79,135.15,135.54,135.95,136.4,136.9,137.46,138.06,138.71,139.47,140.38,141.27,142.02,142.73,143.5,144.34,145.27,146.33,147.67,149.12,150.86,152.94,155.21,158.65,168.7
15.57142857,98.53,102.83,104.66,106.52,108.52,110.04,111.13,112.01,112.8,113.52,114.16,114.74,115.27,115.76,116.21,116.62,116.99,117.35,117.69,118.02,118.36,118.7,119.05,119.42,119.81,120.23,120.69,121.15,121.62,122.07,122.53,123.01,123.52,124.05,124.54,124.99,125.39,125.76,126.1,126.42,126.73,127.03,127.34,127.65,127.97,128.3,128.65,129.02,129.4,129.78,130.15,130.54,130.92,131.32,131.71,132.11,132.51,132.91,133.3,133.72,134.13,134.54,134.94,135.33,135.71,136.07,136.42,136.76,137.09,137.41,137.74,138.07,138.4,138.75,139.12,139.5,139.91,140.34,140.8,141.32,141.89,142.5,143.17,143.93,144.83,145.73,146.5,147.22,148.01,148.89,149.85,150.96,152.35,153.86,155.67,157.86,160.37,164.12,174.33
15.71428571,101.32,105.86,107.78,109.71,111.79,113.37,114.52,115.47,116.3,117.07,117.77,118.39,118.96,119.49,119.97,120.41,120.81,121.19,121.55,121.91,122.27,122.63,123.01,123.4,123.8,124.23,124.69,125.16,125.63,126.1,126.57,127.06,127.57,128.1,128.6,129.05,129.46,129.84,130.19,130.52,130.84,131.15,131.46,131.78,132.11,132.45,132.8,133.18,133.57,133.95,134.33,134.72,135.12,135.52,135.92,136.33,136.74,137.15,137.55,137.97,138.4,138.82,139.23,139.63,140.02,140.4,140.76,141.11,141.45,141.79,142.13,142.47,142.82,143.19,143.58,143.98,144.41,144.86,145.34,145.87,146.45,147.07,147.75,148.52,149.42,150.32,151.1,151.84,152.65,153.57,154.58,155.72,157.16,158.74,160.62,162.92,165.68,169.75,180.12
15.85714286,104.19,108.97,111,113.01,115.16,116.81,118.02,119.02,119.91,120.73,121.49,122.15,122.76,123.32,123.84,124.31,124.74,125.14,125.53,125.92,126.3,126.68,127.08,127.49,127.9,128.35,128.81,129.29,129.77,130.24,130.72,131.22,131.74,132.27,132.77,133.23,133.65,134.04,134.39,134.74,135.07,135.39,135.71,136.04,136.37,136.72,137.08,137.46,137.85,138.24,138.63,139.03,139.44,139.84,140.25,140.67,141.09,141.51,141.92,142.35,142.79,143.22,143.65,144.06,144.46,144.85,145.23,145.59,145.94,146.29,146.65,147,147.37,147.76,148.16,148.59,149.04,149.51,150.01,150.55,151.14,151.78,152.46,153.24,154.14,155.04,155.84,156.6,157.43,158.38,159.44,160.63,162.11,163.76,165.71,168.12,171.13,175.53,186.06
16,107.14,112.17,114.31,116.39,118.63,120.34,121.62,122.67,123.62,124.5,125.3,126.01,126.66,127.26,127.82,128.32,128.78,129.21,129.63,130.03,130.44,130.85,131.27,131.69,132.12,132.58,133.05,133.54,134.02,134.5,134.99,135.49,136.02,136.55,137.07,137.53,137.96,138.35,138.72,139.07,139.41,139.75,140.08,140.41,140.75,141.11,141.47,141.86,142.26,142.66,143.06,143.46,143.88,144.29,144.71,145.14,145.56,145.99,146.42,146.86,147.3,147.75,148.19,148.61,149.03,149.43,149.82,150.2,150.56,150.93,151.29,151.66,152.05,152.45,152.88,153.33,153.8,154.29,154.81,155.37,155.97,156.61,157.31,158.09,159,159.9,160.71,161.49,162.35,163.34,164.43,165.67,167.19,168.92,170.94,173.46,176.72,181.46,192.15
16.14285714,110.17,115.47,117.72,119.88,122.2,123.98,125.32,126.43,127.43,128.37,129.23,129.99,130.67,131.32,131.91,132.44,132.93,133.39,133.84,134.27,134.7,135.13,135.57,136.01,136.46,136.93,137.41,137.9,138.39,138.88,139.38,139.89,140.42,140.96,141.48,141.95,142.39,142.79,143.17,143.53,143.88,144.22,144.56,144.91,145.26,145.62,145.99,146.39,146.8,147.2,147.61,148.02,148.44,148.87,149.29,149.73,150.16,150.6,151.04,151.49,151.95,152.4,152.85,153.3,153.73,154.14,154.54,154.93,155.31,155.69,156.07,156.45,156.86,157.28,157.72,158.2,158.69,159.2,159.74,160.31,160.93,161.59,162.3,163.09,163.99,164.9,165.72,166.52,167.41,168.43,169.57,170.85,172.42,174.22,176.31,178.94,182.46,187.55,198.38
16.28571429,113.29,118.85,121.23,123.47,125.87,127.72,129.12,130.3,131.36,132.35,133.27,134.07,134.8,135.48,136.11,136.68,137.2,137.69,138.16,138.62,139.08,139.53,139.99,140.46,140.92,141.39,141.89,142.39,142.89,143.38,143.89,144.41,144.94,145.49,146.01,146.49,146.93,147.34,147.73,148.11,148.47,148.82,149.18,149.53,149.89,150.25,150.64,151.04,151.46,151.87,152.28,152.7,153.13,153.57,154,154.45,154.89,155.34,155.8,156.25,156.72,157.19,157.65,158.11,158.55,158.98,159.4,159.8,160.2,160.59,160.98,161.38,161.8,162.24,162.71,163.2,163.72,164.26,164.81,165.4,166.03,166.7,167.42,168.22,169.12,170.03,170.86,171.69,172.6,173.66,174.85,176.18,177.79,179.66,181.83,184.57,188.35,193.78,204.77
16.42857143,116.49,122.34,124.84,127.16,129.65,131.57,133.03,134.27,135.39,136.44,137.41,138.27,139.04,139.76,140.42,141.03,141.58,142.1,142.6,143.09,143.57,144.05,144.54,145.02,145.5,145.98,146.48,146.99,147.5,148,148.52,149.05,149.59,150.14,150.66,151.15,151.6,152.02,152.42,152.81,153.18,153.55,153.91,154.27,154.64,155.02,155.41,155.82,156.24,156.66,157.09,157.52,157.95,158.4,158.84,159.29,159.75,160.22,160.68,161.15,161.62,162.1,162.58,163.05,163.51,163.95,164.38,164.8,165.21,165.62,166.02,166.44,166.87,167.33,167.82,168.34,168.89,169.44,170.02,170.63,171.26,171.95,172.68,173.49,174.39,175.3,176.15,177,177.94,179.04,180.28,181.65,183.31,185.25,187.48,190.34,194.38,200.16,211.3
16.57142857,119.77,125.92,128.56,130.96,133.53,135.52,137.06,138.36,139.53,140.65,141.68,142.57,143.39,144.15,144.85,145.49,146.08,146.64,147.17,147.68,148.19,148.69,149.2,149.7,150.2,150.69,151.2,151.72,152.23,152.75,153.27,153.81,154.36,154.91,155.44,155.93,156.39,156.83,157.24,157.63,158.02,158.4,158.77,159.14,159.52,159.91,160.3,160.72,161.16,161.59,162.02,162.46,162.9,163.36,163.81,164.28,164.75,165.22,165.69,166.17,166.66,167.15,167.64,168.13,168.6,169.06,169.51,169.94,170.36,170.78,171.21,171.64,172.09,172.57,173.08,173.62,174.19,174.77,175.37,175.99,176.64,177.34,178.09,178.9,179.8,180.72,181.59,182.46,183.43,184.56,185.85,187.27,188.98,190.98,193.29,196.25,200.55,206.68,217.97
16.71428571,123.15,129.61,132.38,134.87,137.53,139.59,141.19,142.55,143.79,144.97,146.05,147,147.85,148.65,149.4,150.08,150.7,151.29,151.85,152.39,152.92,153.45,153.98,154.5,155.01,155.53,156.04,156.57,157.09,157.61,158.15,158.69,159.24,159.8,160.34,160.84,161.31,161.75,162.17,162.58,162.98,163.37,163.76,164.14,164.53,164.92,165.33,165.76,166.2,166.64,167.08,167.53,167.99,168.45,168.91,169.39,169.87,170.36,170.84,171.33,171.83,172.34,172.84,173.34,173.83,174.3,174.76,175.21,175.65,176.09,176.52,176.97,177.44,177.94,178.47,179.04,179.63,180.24,180.86,181.49,182.16,182.87,183.63,184.46,185.36,186.28,187.17,188.07,189.06,190.24,191.58,193.04,194.79,196.86,199.23,202.31,206.87,213.33,224.78
16.85714286,126.63,133.39,136.31,138.9,141.64,143.77,145.44,146.87,148.17,149.4,150.54,151.54,152.44,153.28,154.06,154.78,155.44,156.06,156.65,157.22,157.78,158.34,158.89,159.43,159.95,160.48,161.01,161.54,162.07,162.6,163.15,163.7,164.26,164.82,165.36,165.87,166.35,166.8,167.24,167.66,168.07,168.47,168.87,169.26,169.66,170.07,170.49,170.92,171.37,171.82,172.28,172.74,173.2,173.68,174.15,174.64,175.13,175.63,176.13,176.63,177.14,177.66,178.18,178.69,179.19,179.68,180.16,180.62,181.08,181.53,181.98,182.45,182.93,183.45,184.01,184.6,185.22,185.85,186.49,187.14,187.83,188.55,189.33,190.16,191.06,191.99,192.9,193.82,194.85,196.06,197.45,198.96,200.76,202.89,205.33,208.5,213.33,220.13,231.72
17,130.19,137.29,140.35,143.04,145.87,148.07,149.81,151.3,152.66,153.96,155.15,156.19,157.14,158.02,158.84,159.59,160.29,160.94,161.57,162.17,162.76,163.34,163.91,164.47,165.02,165.55,166.09,166.63,167.17,167.72,168.27,168.83,169.39,169.96,170.5,171.02,171.51,171.98,172.42,172.86,173.28,173.7,174.11,174.52,174.93,175.34,175.77,176.22,176.68,177.14,177.6,178.07,178.55,179.04,179.52,180.02,180.53,181.04,181.55,182.06,182.58,183.12,183.65,184.18,184.7,185.2,185.69,186.17,186.64,187.11,187.58,188.06,188.57,189.11,189.68,190.3,190.94,191.6,192.26,192.93,193.63,194.38,195.16,196.01,196.91,197.85,198.78,199.72,200.78,202.04,203.48,205.04,206.88,209.07,211.57,214.85,219.92,227.05,238.79
17.14285714,133.86,141.3,144.51,147.3,150.21,152.49,154.29,155.85,157.27,158.63,159.88,160.97,161.95,162.87,163.74,164.53,165.27,165.95,166.61,167.24,167.86,168.46,169.06,169.64,170.2,170.75,171.3,171.85,172.4,172.95,173.51,174.08,174.65,175.22,175.77,176.3,176.8,177.28,177.74,178.18,178.62,179.05,179.48,179.9,180.32,180.75,181.19,181.64,182.12,182.59,183.07,183.55,184.04,184.53,185.03,185.54,186.06,186.58,187.11,187.63,188.17,188.71,189.26,189.81,190.34,190.86,191.37,191.86,192.35,192.83,193.32,193.82,194.34,194.9,195.5,196.14,196.81,197.49,198.18,198.87,199.59,200.34,201.15,202,202.91,203.86,204.8,205.78,206.87,208.17,209.66,211.27,213.15,215.4,217.95,221.33,226.65,234.1,245.98
17.28571429,137.62,145.41,148.79,151.68,154.68,157.02,158.9,160.52,162,163.43,164.73,165.86,166.89,167.85,168.75,169.59,170.36,171.08,171.77,172.43,173.07,173.71,174.33,174.92,175.5,176.07,176.62,177.18,177.74,178.31,178.88,179.45,180.03,180.61,181.17,181.7,182.21,182.7,183.17,183.63,184.09,184.53,184.97,185.4,185.84,186.28,186.74,187.2,187.69,188.18,188.66,189.16,189.66,190.17,190.67,191.2,191.73,192.27,192.81,193.34,193.89,194.45,195.01,195.57,196.12,196.66,197.18,197.7,198.2,198.7,199.2,199.72,200.26,200.84,201.46,202.13,202.83,203.53,204.24,204.95,205.68,206.46,207.28,208.15,209.06,210.02,210.99,212,213.12,214.46,216,217.66,219.57,221.88,224.48,227.95,233.51,241.26,253.29
17.42857143,141.49,149.65,153.19,156.18,159.27,161.69,163.63,165.31,166.86,168.34,169.7,170.87,171.94,172.94,173.89,174.76,175.57,176.33,177.05,177.74,178.41,179.07,179.71,180.33,180.93,181.5,182.07,182.64,183.21,183.79,184.37,184.95,185.54,186.12,186.68,187.23,187.75,188.25,188.74,189.21,189.68,190.14,190.59,191.04,191.49,191.95,192.41,192.9,193.4,193.89,194.39,194.9,195.42,195.94,196.46,197,197.54,198.09,198.65,199.19,199.76,200.33,200.91,201.48,202.05,202.6,203.14,203.67,204.19,204.71,205.23,205.77,206.33,206.93,207.57,208.26,208.98,209.71,210.44,211.17,211.93,212.72,213.56,214.44,215.37,216.33,217.32,218.36,219.52,220.91,222.5,224.2,226.15,228.5,231.16,234.71,240.49,248.53,260.71
17.57142857,145.47,154,157.72,160.81,164,166.48,168.48,170.23,171.84,173.38,174.79,176.01,177.11,178.16,179.14,180.05,180.9,181.7,182.45,183.18,183.87,184.56,185.22,185.86,186.47,187.06,187.64,188.22,188.8,189.39,189.98,190.57,191.16,191.75,192.32,192.88,193.41,193.92,194.42,194.91,195.4,195.87,196.34,196.81,197.27,197.74,198.23,198.72,199.23,199.75,200.26,200.78,201.31,201.85,202.38,202.93,203.49,204.06,204.63,205.19,205.76,206.35,206.94,207.53,208.12,208.69,209.24,209.79,210.33,210.86,211.4,211.96,212.53,213.15,213.82,214.54,215.28,216.04,216.79,217.54,218.32,219.13,219.99,220.88,221.82,222.8,223.82,224.89,226.08,227.51,229.16,230.91,232.89,235.28,237.98,241.6,247.6,255.91,268.22
17.71428571,149.55,158.47,162.37,165.58,168.85,171.39,173.47,175.28,176.95,178.55,180,181.26,182.41,183.49,184.51,185.46,186.35,187.19,187.98,188.73,189.46,190.16,190.84,191.5,192.13,192.74,193.33,193.92,194.51,195.11,195.71,196.31,196.91,197.51,198.09,198.65,199.2,199.72,200.24,200.74,201.24,201.73,202.22,202.7,203.19,203.67,204.17,204.68,205.21,205.74,206.27,206.8,207.34,207.9,208.44,209.01,209.58,210.16,210.75,211.32,211.91,212.52,213.13,213.73,214.33,214.91,215.49,216.05,216.61,217.16,217.72,218.29,218.89,219.53,220.22,220.96,221.73,222.51,223.28,224.06,224.86,225.69,226.57,227.48,228.43,229.42,230.47,231.58,232.81,234.28,235.98,237.77,239.79,242.21,244.94,248.64,254.84,263.39,275.85
17.85714286,153.74,163.06,167.15,170.47,173.83,176.44,178.58,180.46,182.19,183.84,185.34,186.65,187.83,188.95,190,191,191.93,192.8,193.62,194.41,195.16,195.89,196.59,197.27,197.91,198.53,199.14,199.74,200.35,200.96,201.57,202.18,202.79,203.39,203.98,204.55,205.11,205.65,206.18,206.7,207.22,207.73,208.23,208.73,209.23,209.74,210.25,210.78,211.32,211.87,212.41,212.96,213.52,214.09,214.65,215.23,215.82,216.42,217.02,217.61,218.21,218.83,219.45,220.07,220.69,221.29,221.88,222.47,223.04,223.61,224.19,224.78,225.39,226.05,226.76,227.53,228.32,229.13,229.93,230.73,231.55,232.4,233.3,234.23,235.19,236.2,237.28,238.42,239.69,241.21,242.96,244.8,246.84,249.3,252.06,255.82,262.2,270.98,283.57
18,158.04,167.78,172.06,175.5,178.95,181.62,183.83,185.77,187.56,189.27,190.81,192.15,193.37,194.52,195.62,196.66,197.62,198.54,199.39,200.21,200.99,201.74,202.46,203.16,203.82,204.46,205.08,205.69,206.31,206.93,207.55,208.18,208.79,209.4,210,210.58,211.15,211.71,212.25,212.79,213.32,213.85,214.37,214.89,215.41,215.94,216.47,217.01,217.57,218.13,218.7,219.26,219.84,220.42,221,221.6,222.2,222.82,223.43,224.04,224.66,225.29,225.93,226.56,227.19,227.81,228.42,229.03,229.62,230.21,230.8,231.41,232.05,232.73,233.46,234.24,235.06,235.9,236.72,237.55,238.39,239.27,240.19,241.14,242.11,243.15,244.26,245.44,246.75,248.3,250.11,251.99,254.06,256.54,259.33,263.14,269.69,278.67,291.41
18.14285714,162.45,172.63,177.1,180.67,184.2,186.94,189.21,191.21,193.06,194.83,196.41,197.79,199.04,200.23,201.37,202.44,203.45,204.4,205.29,206.14,206.94,207.72,208.46,209.17,209.85,210.51,211.14,211.77,212.4,213.03,213.67,214.3,214.93,215.54,216.15,216.74,217.33,217.9,218.46,219.01,219.56,220.11,220.65,221.19,221.73,222.27,222.83,223.39,223.97,224.55,225.13,225.71,226.3,226.9,227.5,228.12,228.74,229.36,230,230.62,231.25,231.9,232.55,233.21,233.85,234.49,235.12,235.74,236.35,236.96,237.57,238.2,238.86,239.56,240.31,241.12,241.96,242.82,243.67,244.52,245.39,246.29,247.23,248.2,249.19,250.25,251.4,252.62,253.97,255.57,257.42,259.35,261.45,263.94,266.75,270.6,277.31,286.48,299.36
18.28571429,166.98,177.6,182.28,185.98,189.6,192.4,194.73,196.79,198.7,200.52,202.14,203.55,204.84,206.06,207.24,208.35,209.4,210.39,211.32,212.19,213.02,213.82,214.58,215.31,216.01,216.68,217.33,217.98,218.62,219.26,219.91,220.55,221.19,221.81,222.43,223.04,223.63,224.22,224.8,225.37,225.94,226.5,227.06,227.62,228.19,228.75,229.32,229.91,230.51,231.1,231.7,232.31,232.92,233.53,234.15,234.78,235.42,236.06,236.71,237.35,238,238.66,239.33,240,240.66,241.32,241.96,242.6,243.24,243.86,244.5,245.14,245.82,246.54,247.31,248.14,249.01,249.89,250.77,251.64,252.54,253.47,254.43,255.42,256.44,257.53,258.7,259.96,261.35,263,264.91,266.88,269,271.51,274.33,278.22,285.06,294.4,307.43
18.42857143,171.62,182.7,187.6,191.42,195.13,197.99,200.39,202.51,204.48,206.35,208.01,209.45,210.77,212.03,213.24,214.39,215.48,216.51,217.47,218.38,219.24,220.05,220.84,221.58,222.3,222.99,223.65,224.31,224.97,225.63,226.29,226.94,227.59,228.22,228.85,229.47,230.08,230.68,231.27,231.86,232.45,233.04,233.62,234.2,234.78,235.37,235.97,236.57,237.19,237.81,238.42,239.05,239.68,240.31,240.95,241.6,242.25,242.91,243.58,244.23,244.9,245.58,246.26,246.95,247.63,248.3,248.97,249.62,250.28,250.93,251.58,252.25,252.94,253.68,254.47,255.32,256.22,257.12,258.03,258.93,259.85,260.81,261.8,262.81,263.85,264.96,266.18,267.48,268.92,270.61,272.57,274.58,276.72,279.24,282.07,285.99,292.96,302.44,315.61
18.57142857,176.38,187.94,193.06,197.01,200.81,203.73,206.19,208.37,210.4,212.31,214.01,215.49,216.83,218.12,219.37,220.56,221.69,222.76,223.76,224.7,225.58,226.42,227.22,227.99,228.72,229.42,230.11,230.78,231.45,232.13,232.8,233.46,234.12,234.76,235.4,236.04,236.66,237.28,237.89,238.5,239.1,239.71,240.31,240.92,241.53,242.14,242.75,243.38,244.02,244.66,245.3,245.94,246.59,247.24,247.9,248.57,249.24,249.92,250.6,251.27,251.96,252.65,253.35,254.05,254.75,255.44,256.12,256.8,257.47,258.15,258.82,259.51,260.22,260.98,261.79,262.67,263.58,264.51,265.44,266.37,267.32,268.31,269.32,270.36,271.43,272.57,273.82,275.17,276.65,278.39,280.4,282.46,284.62,287.14,289.97,293.92,301,310.6,323.93
